age,workclass,education,marital_status,occupation,race,sex,hours_per_week,native_country,income
27, Private, Bachelors, Single, Protective-serv, White, Male,50, United-States, <=50K
28, State-gov, Bachelors, Married, Doctor, White, Male,40, United-States, >50K
27, Private, College, Married, Sales, White, Female,25, United-States, <=50K
21, Private, College, Single, Protective-serv, Black, Male,40, United-States, <=50K
34, Private, College, Single, Shipper, Black, Male,40, United-States, <=50K
18, Private, College, Single, Others, White, Male,12, United-States, <=50K
33, Private, Bachelors, Married, Shipper, White, Male,65, United-States, <=50K
44, Self-emp, College, Married, Managerial, Black, Male,38, United-States, >50K
43, Private, College, Others, Tech-support, White, Female,40, United-States, <=50K
30, Private, College, Single, Protective-serv, Black, Male,45, United-States, <=50K
40, Private, Second_school, Married, Shipper, White, Male,40, Canada, <=50K
37, Self-emp, College, Married, Managerial, White, Male,42, United-States, >50K
34, Private, College, Married, Tech-support, Black, Male,40, United-States, <=50K
41, Self-emp, Bachelors, Others, Managerial, White, Female,40, United-States, <=50K
53, Private, Bachelors, Others, Tech-support, White, Female,50, United-States, <=50K
31, Private, Masters, Married, Shipper, White, Female,50, United-States, <=50K
58, State-gov, Doctorate, Married, Doctor, White, Male,70, United-States, >50K
38, Private, College, Others, Shipper, Black, Female,28, United-States, <=50K
24, Private, College, Married, Shipper, White, Male,40, United-States, <=50K
41, Self-emp, Bachelors, Married, Protective-serv, Black, Male,40, United-States, <=50K
47, Private, College, Married, Tech-support, White, Male,45, United-States, <=50K
41, Self-emp, Bachelors, Married, Tech-support, White, Male,24, United-States, <=50K
23, Private, Primary_school, Married, Shipper, White, Male,40, Canada, <=50K
36, Private, College, Others, Protective-serv, White, Male,40, United-States, <=50K
40, Self-emp, Masters, Single, Managerial, White, Female,55, United-States, >50K
35, Private, Masters, Married, Doctor, White, Male,40, United-States, >50K
24, Self-emp, College, Single, Sales, White, Male,40, United-States, <=50K
26, Private, Masters, Single, Shipper, White, Female,40, United-States, <=50K
19, Private, College, Single, Tech-support, White, Male,40, Germany, <=50K
51, Private, Bachelors, Married, Managerial, White, Male,50, United-States, >50K
42, Self-emp, College, Single, Shipper, White, Female,40, United-States, <=50K
37, State-gov, College, Others, Tech-support, White, Female,35, United-States, <=50K
18, Private, High_school, Single, Sales, White, Female,40, United-States, <=50K
36, Private, Bachelors, Married, Others, Black, Male,36, United-States, >50K
35, Private, College, Others, Protective-serv, White, Male,60, United-States, <=50K
58, Self-emp, College, Married, Sales, White, Female,35, United-States, >50K
17, Private, High_school, Single, Sales, White, Female,12, United-States, <=50K
44, Self-emp, College, Married, Shipper, Black, Male,40, United-States, <=50K
37, Private, College, Married, Sales, White, Male,40, United-States, >50K
35, Private, College, Single, Sales, Yellow, Female,40, United-States, <=50K
60, Private, College, Married, Protective-serv, Yellow, Male,40, United-States, <=50K
54, Self-emp, Second_school, Married, Shipper, White, Male,40, United-States, <=50K
37, Private, Bachelors, Single, Managerial, Black, Male,60, United-States, >50K
50, Private, University, Others, Sales, White, Female,40, United-States, <=50K
38, Private, Bachelors, Married, Sales, White, Male,50, England, <=50K
45, Private, Bachelors, Married, Shipper, White, Male,55, United-States, <=50K
25, Private, High_school, Single, Protective-serv, White, Male,40, United-States, <=50K
31, Private, College, Married, Shipper, White, Male,40, United-States, <=50K
64, Private, Primary_school, Others, Shipper, White, Male,40, United-States, <=50K
1, Not-worked, College, Single, Others, Black, Male,0, United-States, <=50K
54, Private, College, Married, Tech-support, Black, Male,20, United-States, <=50K
53, Private, Primary_school, Single, Shipper, White, Female,35, United-States, <=50K
18, Private, College, Single, Sales, White, Female,40, United-States, <=50K
60, Private, High_school, Others, Tech-support, Yellow, Female,10, United-States, <=50K
66, Self-emp, College, Married, Protective-serv, White, Male,50, United-States, <=50K
75, Private, University, Married, Protective-serv, Yellow, Female,20, Vietnam, <=50K
65, Private, College, Others, Tech-support, White, Female,40, United-States, <=50K
35, Private, High_school, Married, Shipper, Black, Male,40, United-States, <=50K
41, Private, College, Others, Sales, Black, Female,38, United-States, <=50K
25, Private, College, Single, Tech-support, White, Male,42, United-States, <=50K
33, Private, College, Others, Protective-serv, Other, Female,40, United-States, <=50K
28, Private, College, Single, Doctor, White, Male,55, United-States, >50K
59, State-gov, College, Married, Others, White, Male,40, United-States, <=50K
40, State-gov, College, Single, Tech-support, White, Female,38, United-States, <=50K
41, Private, Bachelors, Married, Managerial, White, Male,50, England, >50K
38, Self-emp, Masters, Married, Managerial, White, Male,70, United-States, >50K
23, Private, College, Single, Shipper, White, Male,40, United-States, <=50K
40, Private, Bachelors, Married, Doctor, White, Male,40, United-States, >50K
41, Self-emp, College, Married, Others, White, Female,20, United-States, <=50K
24, State-gov, University, Married, Protective-serv, White, Male,50, United-States, <=50K
20, Private, College, Single, Tech-support, White, Male,20, United-States, <=50K
38, Private, College, Others, Protective-serv, White, Male,40, United-States, <=50K
56, Private, College, Married, Tech-support, White, Male,35, China, <=50K
58, Private, College, Married, Managerial, White, Male,45, United-States, >50K
32, Private, College, Single, Others, White, Female,34, United-States, <=50K
40, Private, University, Married, Tech-support, White, Male,60, United-States, >50K
45, Private, College, Married, Tech-support, White, Male,40, China, <=50K
41, Private, College, Married, Doctor, White, Female,40, United-States, >50K
42, Private, Bachelors, Married, Tech-support, Black, Female,40, United-States, <=50K
59, Self-emp, High_school, Married, Others, Black, Female,30, United-States, <=50K
19, Self-emp, College, Single, Tech-support, White, Male,40, United-States, <=50K
58, Private, College, Single, Shipper, White, Male,20, United-States, <=50K
42, Private, University, Married, Pilot, White, Male,40, Japan, >50K
20, Private, College, Single, Others, White, Female,40, United-States, <=50K
32, Private, College, Married, Others, White, Female,30, United-States, <=50K
45, Private, University, Married, Managerial, White, Female,45, United-States, <=50K
50, Private, Second_school, Others, Protective-serv, White, Male,40, United-States, <=50K
36, Private, Bachelors, Others, Shipper, White, Female,40, United-States, <=50K
45, Private, College, Married, Sales, White, Male,60, United-States, <=50K
17, Private, High_school, Single, Others, White, Male,12, United-States, <=50K
59, Private, College, Married, Sales, White, Male,40, United-States, <=50K
26, Private, High_school, Married, Protective-serv, White, Male,40, United-States, <=50K
37, Self-emp, College, Married, Managerial, Yellow, Male,75, Philippines, >50K
19, Private, College, Single, Tech-support, White, Male,24, Canada, <=50K
64, Private, College, Married, Managerial, White, Male,40, United-States, >50K
33, Private, Bachelors, Single, Shipper, White, Female,45, United-States, <=50K
33, Private, College, Married, Sales, White, Female,40, United-States, >50K
61, Private, College, Married, Managerial, White, Male,40, United-States, >50K
17, Private, Second_school, Single, Others, White, Male,24, United-States, <=50K
50, Self-emp, Masters, Married, Protective-serv, White, Male,98, United-States, <=50K
27, Self-emp, Masters, Single, Shipper, White, Male,35, United-States, <=50K
30, Private, College, Others, Shipper, White, Female,40, United-States, <=50K
43, Private, College, Married, Shipper, Black, Male,40, United-States, <=50K
44, Private, College, Married, Sales, White, Male,40, United-States, >50K
35, Private, College, Single, Managerial, White, Female,40, United-States, <=50K
25, Private, College, Single, Tech-support, White, Female,40, United-States, <=50K
24, Private, College, Married, Sales, White, Female,48, United-States, >50K
22, Private, Bachelors, Single, Shipper, White, Female,15, Germany, <=50K
42, Self-emp, College, Married, Sales, White, Male,40, United-States, >50K
34, Private, University, Others, Sales, Black, Female,45, United-States, <=50K
60, Private, Bachelors, Others, Shipper, White, Female,42, United-States, <=50K
21, Private, College, Single, Shipper, White, Male,40, United-States, <=50K
57, Self-emp, Masters, Married, Sales, White, Male,40, United-States, >50K
41, Private, College, Married, Doctor, White, Male,60, United-States, >50K
50, Private, College, Others, Others, White, Male,45, United-States, <=50K
25, Private, Bachelors, Single, Managerial, White, Female,40, United-States, <=50K
50, Private, Second_school, Married, Protective-serv, Yellow, Male,40, Vietnam, <=50K
36, Private, Bachelors, Married, Shipper, White, Male,45, United-States, <=50K
31, Private, College, Others, Shipper, White, Female,40, United-States, <=50K
29, Self-emp, Bachelors, Single, Protective-serv, White, Male,56, United-States, <=50K
21, Private, College, Single, Sales, White, Male,45, United-States, <=50K
27, Private, Bachelors, Single, Tech-support, Black, Female,40, United-States, <=50K
65, Private, College, Married, Shipper, White, Male,16, United-States, <=50K
37, Self-emp, Bachelors, Others, Sales, White, Female,60, United-States, <=50K
39, Private, Masters, Married, Tech-support, Yellow, Female,40, China, <=50K
24, Private, College, Single, Protective-serv, White, Male,40, United-States, <=50K
38, Private, College, Others, Sales, White, Male,80, United-States, <=50K
48, Private, Bachelors, Married, Managerial, White, Male,40, United-States, >50K
21, Private, College, Single, Others, Yellow, Female,25, United-States, <=50K
31, Private, College, Married, Shipper, White, Male,45, United-States, >50K
55, Private, College, Married, Sales, White, Male,40, United-States, >50K
24, Private, College, Married, Tech-support, Yellow, Female,40, Vietnam, <=50K
43, Private, College, Others, Tech-support, White, Female,40, United-States, <=50K
26, Private, University, Single, Tech-support, White, Male,45, United-States, <=50K
46, Private, University, Single, Shipper, White, Female,33, United-States, <=50K
35, Private, University, Married, Managerial, White, Male,40, United-States, >50K
41, Private, University, Married, Pilot, White, Male,32, United-States, >50K
26, Private, Bachelors, Single, Sales, White, Male,40, United-States, <=50K
34, Private, Masters, Married, Managerial, White, Male,35, Germany, >50K
19, Private, College, Single, Tech-support, Black, Female,25, United-States, <=50K
36, Self-emp, Bachelors, Others, Doctor, Black, Female,40, United-States, >50K
22, Private, College, Single, Sales, White, Male,15, United-States, <=50K
24, Private, College, Single, Shipper, White, Male,40, United-States, <=50K
77, Self-emp, College, Married, Sales, White, Male,15, United-States, <=50K
22, Private, Primary_school, Married, Shipper, White, Female,40, Canada, <=50K
29, Private, College, Single, Tech-support, White, Female,40, United-States, <=50K
62, Private, College, Married, Others, White, Female,24, United-States, <=50K
39, Self-emp, College, Married, Managerial, White, Male,40, United-States, <=50K
43, Private, College, Married, Protective-serv, White, Male,50, United-States, <=50K
35, Private, College, Others, Shipper, White, Male,45, United-States, <=50K
29, Private, High_school, Single, Managerial, White, Female,40, United-States, <=50K
76, Self-emp, Masters, Married, Protective-serv, White, Male,10, United-States, <=50K
63, Self-emp, College, Married, Protective-serv, White, Male,45, United-States, <=50K
23, Private, University, Single, Tech-support, Black, Female,15, United-States, <=50K
43, Private, College, Married, Doctor, White, Female,50, United-States, >50K
58, Self-emp, College, Married, Shipper, White, Male,40, United-States, <=50K
66, Private, College, Single, Shipper, White, Male,55, United-States, <=50K
41, Private, College, Single, Protective-serv, Black, Male,45, United-States, <=50K
26, Private, Bachelors, Single, Tech-support, White, Male,40, United-States, <=50K
47, Private, University, Single, Others, White, Male,40, United-States, <=50K
55, Self-emp, High_school, Married, Tech-support, White, Male,40, United-States, <=50K
53, Private, College, Married, Shipper, White, Male,40, United-States, <=50K
17, Private, Primary_school, Single, Others, White, Male,48, Canada, <=50K
30, Private, College, Single, Protective-serv, White, Male,40, United-States, <=50K
49, Private, Masters, Single, Shipper, White, Male,60, United-States, <=50K
19, Private, College, Single, Sales, Yellow, Male,30, Vietnam, <=50K
45, Private, College, Married, Others, Black, Male,40, United-States, <=50K
26, Private, University, Single, Sales, White, Male,40, United-States, <=50K
38, Private, University, Married, Sales, White, Male,40, United-States, >50K
36, State-gov, College, Married, Protective-serv, White, Male,40, United-States, >50K
33, Private, College, Single, Protective-serv, White, Male,20, United-States, <=50K
22, State-gov, College, Single, Protective-serv, Black, Female,40, United-States, <=50K
43, Self-emp, Bachelors, Single, Sales, White, Male,42, United-States, <=50K
67, Private, High_school, Married, Tech-support, White, Male,8, United-States, <=50K
30, Private, University, Others, Tech-support, White, Female,40, United-States, <=50K
56, Private, University, Married, Others, Yellow, Male,25, Philippines, <=50K
31, Private, Bachelors, Single, Shipper, White, Male,25, United-States, <=50K
33, Private, Bachelors, Married, Managerial, White, Male,40, United-States, >50K
26, Private, College, Married, Others, White, Male,40, United-States, <=50K
33, Private, Bachelors, Married, Managerial, White, Male,40, United-States, >50K
46, Self-emp, High_school, Married, Shipper, White, Male,30, United-States, <=50K
59, Private, Bachelors, Married, Tech-support, White, Male,40, United-States, >50K
38, Self-emp, College, Married, Managerial, White, Male,40, United-States, >50K
65, Private, High_school, Married, Others, Other, Male,40, United-States, <=50K
40, Private, University, Married, Tech-support, White, Male,40, United-States, >50K
42, Private, College, Married, Tech-support, White, Female,35, United-States, <=50K
26, Self-emp, Second_school, Married, Protective-serv, Yellow, Male,40, Vietnam, <=50K
36, Private, High_school, Married, Others, White, Female,24, United-States, <=50K
62, Private, Masters, Married, Doctor, White, Male,40, United-States, >50K
43, Private, Bachelors, Married, Shipper, White, Male,45, United-States, <=50K
43, Private, Bachelors, Others, Managerial, White, Male,45, United-States, >50K
22, Private, College, Married, Sales, White, Male,55, United-States, <=50K
28, Private, College, Married, Protective-serv, White, Male,40, United-States, <=50K
56, Self-emp, College, Married, Sales, White, Male,45, United-States, <=50K
22, Private, University, Single, Sales, White, Female,15, United-States, <=50K
57, Private, Bachelors, Others, Managerial, White, Female,45, United-States, >50K
39, Private, College, Others, Sales, White, Female,40, United-States, <=50K
26, Self-emp, College, Single, Tech-support, White, Female,15, United-States, <=50K
17, Private, High_school, Single, Others, White, Male,10, United-States, <=50K
40, Self-emp, University, Married, Sales, White, Male,38, United-States, >50K
45, Private, College, Married, Shipper, Black, Male,40, United-States, <=50K
44, Private, College, Single, Protective-serv, Black, Male,40, United-States, <=50K
20, Self-emp, College, Single, Tech-support, White, Female,10, United-States, <=50K
33, Private, College, Married, Protective-serv, White, Female,40, United-States, <=50K
23, Private, College, Single, Sales, White, Male,40, United-States, <=50K
46, Self-emp, Masters, Others, Managerial, White, Male,30, United-States, <=50K
38, Private, College, Married, Sales, White, Male,50, United-States, <=50K
54, Private, College, Others, Shipper, White, Male,40, United-States, <=50K
46, Private, Primary_school, Others, Protective-serv, White, Female,45, United-States, <=50K
25, Private, College, Married, Protective-serv, White, Male,40, United-States, <=50K
46, Private, College, Others, Sales, White, Female,40, United-States, <=50K
36, Self-emp, College, Married, Shipper, White, Female,40, United-States, <=50K
23, Private, College, Single, Others, White, Female,25, United-States, <=50K
29, Private, College, Married, Shipper, White, Male,40, United-States, <=50K
44, Private, College, Married, Managerial, White, Female,6, United-States, >50K
19, Private, College, Single, Tech-support, White, Female,16, United-States, <=50K
19, Private, College, Single, Others, White, Female,40, United-States, <=50K
35, Private, College, Married, Others, White, Female,40, United-States, >50K
27, Private, Bachelors, Single, Protective-serv, White, Male,50, United-States, <=50K
46, Self-emp, University, Married, Protective-serv, White, Male,40, United-States, <=50K
34, State-gov, Bachelors, Married, Managerial, White, Male,45, China, >50K
34, Private, College, Single, Others, White, Female,35, United-States, <=50K
44, Private, College, Married, Tech-support, White, Male,40, United-States, <=50K
45, Private, College, Others, Shipper, White, Female,40, United-States, <=50K
20, Private, College, Single, Tech-support, White, Female,35, United-States, <=50K
25, Private, Bachelors, Married, Managerial, White, Male,55, United-States, >50K
52, Self-emp, Bachelors, Married, Managerial, White, Male,50, United-States, >50K
20, Private, College, Single, Shipper, White, Male,40, United-States, <=50K
28, Private, College, Single, Others, White, Female,40, United-States, <=50K
50, State-gov, Bachelors, Married, Protective-serv, White, Male,40, United-States, >50K
34, Private, University, Others, Tech-support, White, Female,64, United-States, <=50K
28, Private, Second_school, Married, Shipper, Other, Male,40, Vietnam, <=50K
41, Private, Masters, Married, Managerial, White, Male,65, United-States, >50K
28, Private, College, Married, Tech-support, White, Male,40, United-States, <=50K
46, Self-emp, College, Married, Protective-serv, White, Male,25, United-States, <=50K
28, Private, College, Married, Tech-support, White, Female,40, United-States, >50K
32, Private, College, Married, Managerial, White, Male,50, United-States, <=50K
41, Self-emp, College, Others, Others, Black, Female,24, United-States, <=50K
24, Private, College, Single, Shipper, Black, Female,40, United-States, <=50K
33, Private, College, Others, Managerial, White, Female,40, United-States, <=50K
46, Private, Doctorate, Married, Managerial, White, Male,60, United-States, >50K
31, Private, College, Married, Shipper, White, Male,40, United-States, <=50K
35, Private, High_school, Others, Sales, White, Male,50, United-States, >50K
52, Private, Primary_school, Married, Shipper, White, Male,40, Canada, <=50K
30, Private, High_school, Single, Others, White, Female,19, United-States, <=50K
34, Self-emp, High_school, Married, Shipper, Black, Male,40, United-States, <=50K
34, Private, College, Others, Shipper, White, Female,40, United-States, <=50K
20, Private, College, Married, Sales, White, Male,30, United-States, <=50K
17, Private, High_school, Single, Shipper, White, Male,18, United-States, <=50K
32, State-gov, Bachelors, Married, Managerial, White, Female,40, United-States, >50K
